,AAPL,MSFT,NVDA,CRM,CSCO,IBM,AMZN,VZ,JPM,GS,AXP,V,TRV,UNH,JNJ,MRK,AMGN,BA,CAT,HON,MMM,WMT,PG,KO,MCD,NKE,DIS,HD,CVX,SHW,DIA
2021-01-19,0.3676122707444652,0.274747021225853,,,0.27415533193108127,,,0.16511913647254867,0.2543942813254483,0.2941110819649672,0.32992164278951025,0.24865197943007597,0.2510700340334735,0.27495848002167356,0.22708636872717836,,0.24013754792099973,0.4502798502878509,0.30981364940503137,0.3430695532580963,1.376758695437557,,0.16038231485355356,0.21372253007199568,0.2093519735396156,0.23506258944348699,0.3296186944482744,0.21400792884794168,0.303810042743992,,0.14679333055662563
2021-01-20,0.3800867754428647,0.2822958528922251,,,0.2847357976429031,,,0.18420036728665679,0.2495119624869296,0.29723786823556825,0.32425220640494956,0.2472214046666927,0.27291847111885,0.19647596899258574,0.23628042544842384,,0.24246752077978417,0.44334626538854993,0.3092379830121675,0.3505844311585028,1.4501295338573543,,,0.21179279258847494,0.21118499377401834,0.24163579874586222,0.33600785427315955,0.20937166447098143,0.2958621503669965,,0.1451686538094719
2021-01-21,0.3882874483185056,0.2881278008494826,,,0.2913097297892501,,,0.17799807713256016,0.25488382469186344,0.2900923748594806,0.33007545797892646,0.24238253563152504,0.231320195760137,0.23276949516350598,0.26352881627870073,,0.2212510309445556,0.4621268477313238,0.3181146110111749,0.34087279382978436,1.4658269817524994,,0.1735416121339228,0.22095406034440063,0.21780050938162404,0.23665725032497556,0.35290584731581437,0.21278014208332643,0.31372217993503015,,0.14036796673129256
2021-01-22,0.3713434930073493,0.2949664030472189,,,0.29613766620384047,,,0.1898512340334619,0.2615790888990048,0.2933683749557762,0.33119230983905446,0.2512575129048591,0.23647952705274194,0.24831895712758623,0.2685102021198441,,0.2728802105087924,0.4567031553898186,0.32080652108122815,0.31824552738092254,1.4955095277720858,,0.1796065091793064,0.23151567082009733,0.21945266837257638,0.24117232544122094,0.3575689085645151,0.20454644665052607,0.3169717231999082,,0.1397773908303071
2021-01-25,0.4305096167773949,0.3127809570441213,,,0.3167444584904235,,,0.1923143404292357,0.2882572604111971,0.32089128847988074,0.348858489157528,0.2905400561403287,0.24212750548763962,0.2517618865621077,0.2911838540472047,,,0.48898794671652906,0.3574225313050477,0.34203298725774534,1.6042778848548593,,0.19728548865987722,0.2420885841059697,0.24083784127706417,0.25327608516072764,0.37613570207407604,0.22531117324104524,0.34267892114362425,,0.14860707649071928
2021-01-26,0.4488404593988159,0.3352037028008132,,,0.3328017131273958,,,0.16384750928124436,0.294329516799795,0.32677980007241314,0.3417788841879562,0.2773395044731311,0.24516578012459084,0.2576461482732459,0.25368732071143574,,0.2262040482963604,0.4991127081319214,0.35752589930972345,0.34769772157315765,1.8054274937876211,,0.19373739523243486,0.2507629277623559,0.24315454476313134,0.2715654520440558,0.3986396376243598,0.22866830047990874,0.35156354814640806,,0.15226110844919835
2021-01-27,0.4514967403428052,0.3319299564224245,,,0.36093677880697533,,,0.22104115177712097,,,,0.3405309881327467,,0.3520542987221947,0.2906764978019444,,0.29281314604715714,0.5475719498409214,0.40611952042052873,0.39910731470221017,2.2044474210764964,,,0.2897192515278447,0.3178404133800017,0.333706453339021,0.49014745494218676,0.29315977800152143,0.3972788152084148,,0.18959348366933557
2021-01-28,0.3918897419556569,0.2608090054517166,,,0.3474977110304715,,,0.17351060159226306,0.31737107571670115,0.3592242412160275,0.37109383563088943,0.3143300687899486,,0.3407451652023885,0.28959026599787385,,0.3349655240481474,0.5125173096475519,0.3745453604916212,0.3839183025552243,2.14131358427066,,0.20088569091979971,0.2683978756982747,0.26431705056604543,0.2874431874225133,0.4347926048563802,0.25945982788553873,0.36380020645662725,,0.17404457545359434
2021-01-29,0.4214016847244829,0.2967597210835051,,0.3671028982087326,0.3823494465879691,0.5713481195221428,,0.1997515353432837,,,0.3720224645085527,0.3191808236088762,0.30117928671141453,0.3362826684106983,0.24922307481258665,0.7279779876659577,0.3408534908215909,0.5166254562765202,,0.3443128423393596,1.9617408593534875,,0.24128473396119898,0.28660252410828735,0.2562662893400979,0.31112938433279347,0.4627568201431626,0.2884743415479169,0.37602995093004155,,
2021-02-01,0.3519605330168335,0.2725509998247548,,,0.37667257099827745,0.5919234235324004,,0.19272363846276058,,,,0.2736102161353738,,0.2875766978708588,0.22810453062467526,0.8333099446980982,0.3092383131172915,0.47114333776081385,,0.3106944741748616,2.0567520362960265,,0.21032164680588364,0.2665184488065486,0.2365049402482053,0.2921623354010755,0.4526758289856782,0.2625968201314186,0.34707993326940995,,0.1667519038268714
2021-02-02,0.2813198303980895,0.2422012649726725,,0.30479903452432955,0.36093862205489363,0.5694476292153378,,0.17718145997925175,,0.32127014105091534,0.32077191628092094,0.23718474083563998,0.22456433146958568,0.292542965043482,0.20268250316872208,,0.28245969183846364,0.41249367261773295,0.2784727701368554,0.3017455329133674,2.1389375400094752,,0.19229052897376037,0.25478032831458824,0.19210518856068168,0.25153445825800236,0.4125589187949794,0.23204191550750383,,,0.14786150429820794
2021-02-03,0.293125656516898,0.2338145302020762,,0.30280716216752296,0.3565968339989731,,,0.17370727740223085,0.28999260203841204,0.3197938599451421,0.31074719691257285,0.23511997593544467,0.21375212123985216,0.2815533620125677,0.1947892808625221,,0.22911543288242578,0.40007545058019295,0.2807745899168612,0.29181627984634023,2.1974391413823153,,0.17539345421433744,0.254890996327414,0.18966909520933728,0.2479047252336214,0.4117758832211662,0.2439745156831941,0.2965849233485399,,0.13410367030749715
2021-02-04,0.285532417144284,0.2177883905667217,,,0.28494178825475214,0.6386063816236373,,0.15203799920767055,0.2754026918082512,0.3133792807131846,0.29002829775692024,0.20291278324868214,0.1963207838474098,0.2407903026197855,0.16999378562975134,,0.1853321830518082,0.3759214198624825,,0.23634502220749248,2.250295150879846,,0.1652660245807708,0.24479607716690055,0.18495983358038062,0.24117164065258187,0.37491936834705886,0.2356940517055366,0.2806416168161404,,0.12796509784869287
2021-02-05,0.2995911732775624,0.2223387848916554,,0.2543657155954313,0.2823834986378941,0.7007286244386001,,0.14480193846623068,0.23393616850153814,0.30972552762862554,0.2521093468872608,0.18202725843800066,0.20610916933692142,0.22543391238098412,0.17587550219587963,,0.21780302564426945,0.34975298515128955,0.262377477727556,0.24124715248400636,2.463093495882615,,0.15767174534069153,0.2587703356259479,0.1694363460931592,0.24574064293995374,0.3633592327773606,0.23198533067176844,0.2708234549526034,,0.1284118992343874
